Barcode,Well,Result
NB00153860,W20,4996024
NB00153860,W21,4887071
NB00153860,W22,4907814
NB00153860,W23,5043608
NB00153860,W24,5028755
NB00153860,W25,4893537
NB00153860,W26,5054716
NB00153860,W27,5123967
NB00153860,W28,4808881
NB00153860,W29,5066603
NB00153860,W30,5048911
NB00153860,W31,5356270
NB00153860,W32,5590893
NB00153860,W33,5467670
NB00153860,W34,5407712
NB00153860,W35,5305576
NB00153860,W36,5324159
NB00153860,W37,5352106
NB00153860,W38,5122248
NB00153860,W39,5313352
NB00153860,W40,5144771
NB00153860,W41,5477244
NB00153860,W42,5319437
NB00153860,W43,5317999
NB00153860,W44,5464668
NB00153860,W45,146174
NB00153860,W46,147478
NB00153860,W47,150692
NB00153860,W48,148202
NB00153860,X01,5143421
NB00153860,X02,5228305
NB00153860,X03,5215069
NB00153860,X04,5314305
NB00153860,X05,5070069
NB00153860,X06,5070063
NB00153860,X07,5100509
NB00153860,X08,5073974
NB00153860,X09,4920983
NB00153860,X10,5095405
NB00153860,X11,5070301
NB00153860,X12,5068291
NB00153860,X13,5020709
NB00153860,X14,5233249
NB00153860,X15,5081837
NB00153860,X16,5019748
NB00153860,X17,5176297
NB00153860,X18,5092448
NB00153860,X19,5189518
NB00153860,X20,4966103
NB00153860,X21,4960106
NB00153860,X22,4950095
NB00153860,X23,4986964
NB00153860,X24,5065586
NB00153860,X25,4971673
NB00153860,X26,5194366
NB00153860,X27,5307724
NB00153860,X28,5259377
NB00153860,X29,5262637
NB00153860,X30,5236324
NB00153860,X31,5448536
NB00153860,X32,5269224
NB00153860,X33,5351274
NB00153860,X34,5354039
NB00153860,X35,5212991
NB00153860,X36,5308985
NB00153860,X37,5368988
NB00153860,X38,5580082
NB00153860,X39,5492618
NB00153860,X40,5561568
NB00153860,X41,5570328
NB00153860,X42,5618359
NB00153860,X43,5613955
NB00153860,X44,5543191
NB00153860,X45,146118
NB00153860,X46,145562
NB00153860,X47,159559
NB00153860,X48,146059
NB00153860,Y01,5147801
NB00153860,Y02,5219071
NB00153860,Y03,5189267
NB00153860,Y04,5201116
NB00153860,Y05,4948771
NB00153860,Y06,4913912
NB00153860,Y07,4937039
NB00153860,Y08,4928067
NB00153860,Y09,4797267
NB00153860,Y10,4920734
NB00153860,Y11,4878117
NB00153860,Y12,4842367
NB00153860,Y13,4875672
NB00153860,Y14,4847124
NB00153860,Y15,4976060
NB00153860,Y16,4910244
NB00153860,Y17,4870158
NB00153860,Y18,4981324
NB00153860,Y19,5135822
NB00153860,Y20,4989471
NB00153860,Y21,4936235
NB00153860,Y22,4826148
NB00153860,Y23,4958110
NB00153860,Y24,5034044
NB00153860,Y25,5092476
NB00153860,Y26,5162545
NB00153860,Y27,5237922
NB00153860,Y28,5044599
NB00153860,Y29,5153207
NB00153860,Y30,5280114
NB00153860,Y31,5159758
NB00153860,Y32,5201468
NB00153860,Y33,5134548
NB00153860,Y34,5369956
NB00153860,Y35,5373307
NB00153860,Y36,5232429
NB00153860,Y37,5500885
NB00153860,Y38,5465774
NB00153860,Y39,5497594
NB00153860,Y40,5560533
NB00153860,Y41,5495536
NB00153860,Y42,5597516
NB00153860,Y43,5678221
NB00153860,Y44,5676600
NB00153860,Y45,159970
NB00153860,Y46,154234
NB00153860,Y47,156447
NB00153860,Y48,155265
NB00153860,Z01,5252312
NB00153860,Z02,5426265
NB00153860,Z03,5416885
NB00153860,Z04,5411170
NB00153860,Z05,5255056
NB00153860,Z06,5258143
NB00153860,Z07,5222589
NB00153860,Z08,5209166
NB00153860,Z09,5191023
NB00153860,Z10,5220382
NB00153860,Z11,5423502
NB00153860,Z12,5100152
NB00153860,Z13,5275824
NB00153860,Z14,5448650
NB00153860,Z15,5254915
NB00153860,Z16,5264609
NB00153860,Z17,5310588
NB00153860,Z18,5376389
NB00153860,Z19,5253153
NB00153860,Z20,5291107
NB00153860,Z21,5522718
NB00153860,Z22,5225779
NB00153860,Z23,5262522
NB00153860,Z24,5265208
NB00153860,Z25,5259633
NB00153860,Z26,5574061
NB00153860,Z27,5559941
NB00153860,Z28,5287704
NB00153860,Z29,5523127
NB00153860,Z30,5474469
NB00153860,Z31,5627801
NB00153860,Z32,5394500
NB00153860,Z33,5428186
NB00153860,Z34,5443603
NB00153860,Z35,5518822
NB00153860,Z36,5545879
NB00153860,Z37,5402708
NB00153860,Z38,5629646
NB00153860,Z39,5734502
NB00153860,Z40,5549455
NB00153860,Z41,5713487
NB00153860,Z42,5681825
NB00153860,Z43,5734901
NB00153860,Z44,5667581
NB00153860,Z45,159065
NB00153860,Z46,156482
NB00153860,Z47,154051
NB00153860,Z48,180381
NB00153860,AA01,5232471
NB00153860,AA02,5178077
NB00153860,AA03,5246840
NB00153860,AA04,5150189
NB00153860,AA05,5099495
NB00153860,AA06,5131489
NB00153860,AA07,5114797
NB00153860,AA08,4997377
NB00153860,AA09,4843124
NB00153860,AA10,4990762
NB00153860,AA11,5032862
NB00153860,AA12,4975200
NB00153860,AA13,4855677
NB00153860,AA14,5062194
NB00153860,AA15,5022103
NB00153860,AA16,5128398
NB00153860,AA17,5005757
NB00153860,AA18,5084778
NB00153860,AA19,5242493
NB00153860,AA20,5060180
NB00153860,AA21,5016219
NB00153860,AA22,5071048
NB00153860,AA23,5040928
NB00153860,AA24,4980487
NB00153860,AA25,5041831
NB00153860,AA26,5151576
NB00153860,AA27,5286074
NB00153860,AA28,5171384
NB00153860,AA29,5177189
NB00153860,AA30,5307800
NB00153860,AA31,5431331
NB00153860,AA32,5164499
NB00153860,AA33,5364826
NB00153860,AA34,5362374
NB00153860,AA35,5467646
NB00153860,AA36,5389608
NB00153860,AA37,5363542
NB00153860,AA38,5424837
NB00153860,AA39,5266503
NB00153860,AA40,5509176
NB00153860,AA41,5492338
NB00153860,AA42,5495900
NB00153860,AA43,5636729
NB00153860,AA44,5599790
NB00153860,AA45,158041
NB00153860,AA46,151069
NB00153860,AA47,149561
NB00153860,AA48,150929
NB00153860,AB01,5148024
NB00153860,AB02,5304389
NB00153860,AB03,5221004
NB00153860,AB04,5341112
NB00153860,AB05,5455084
NB00153860,AB06,5215590
NB00153860,AB07,5120060
NB00153860,AB08,5297806
NB00153860,AB09,5057549
NB00153860,AB10,5289780
NB00153860,AB11,5186470
NB00153860,AB12,5148961
NB00153860,AB13,5245051
NB00153860,AB14,5251882
NB00153860,AB15,5212947
NB00153860,AB16,5276877
NB00153860,AB17,5227163
NB00153860,AB18,5303270
NB00153860,AB19,5268532
NB00153860,AB20,5186960
NB00153860,AB21,5360034
NB00153860,AB22,5258133
NB00153860,AB23,5209075
NB00153860,AB24,5132362
NB00153860,AB25,5327158
NB00153860,AB26,5364026
NB00153860,AB27,5478790
NB00153860,AB28,5246005
NB00153860,AB29,5452704
NB00153860,AB30,5415460
NB00153860,AB31,5397026
NB00153860,AB32,5392733
NB00153860,AB33,5435787
NB00153860,AB34,5525716
NB00153860,AB35,5382981
NB00153860,AB36,5511661
NB00153860,AB37,5496282
NB00153860,AB38,5554289
NB00153860,AB39,5528958
NB00153860,AB40,5596197
NB00153860,AB41,5665691
NB00153860,AB42,5751491
NB00153860,AB43,5722058
NB00153860,AB44,5641477
NB00153860,AB45,150054
NB00153860,AB46,156648
NB00153860,AB47,149762
NB00153860,AB48,147418
NB00153860,AC01,4942740
NB00153860,AC02,5233417
NB00153860,AC03,5037150
NB00153860,AC04,5070838
NB00153860,AC05,4590097
NB00153860,AC06,4749487
NB00153860,AC07,4713603
NB00153860,AC08,4711920
NB00153860,AC09,4647525
NB00153860,AC10,4658816
NB00153860,AC11,4737231
NB00153860,AC12,4649294
NB00153860,AC13,4576010
NB00153860,AC14,4814152
NB00153860,AC15,4798824
NB00153860,AC16,4800780
NB00153860,AC17,4693608
NB00153860,AC18,4784218
NB00153860,AC19,4882501
NB00153860,AC20,4833085
NB00153860,AC21,4694157
NB00153860,AC22,4791971
NB00153860,AC23,4736629
NB00153860,AC24,4594742
NB00153860,AC25,4658191
NB00153860,AC26,4910967
NB00153860,AC27,4793728
NB00153860,AC28,4812432
NB00153860,AC29,4884664
NB00153860,AC30,4994490
NB00153860,AC31,4584877
NB00153860,AC32,5005011
NB00153860,AC33,5213044
NB00153860,AC34,5165317
NB00153860,AC35,5233264
NB00153860,AC36,5202662
NB00153860,AC37,5082709
NB00153860,AC38,5323193
NB00153860,AC39,5260869
NB00153860,AC40,5237477
NB00153860,AC41,5400926
NB00153860,AC42,5384642
NB00153860,AC43,5386987
NB00153860,AC44,5289363
NB00153860,AC45,149851
NB00153860,AC46,147030
NB00153860,AC47,145587
NB00153860,AC48,147298
NB00153860,AD01,5031836
NB00153860,AD02,5222073
NB00153860,AD03,5206838
NB00153860,AD04,5187683
NB00153860,AD05,5038050
NB00153860,AD06,5131910
NB00153860,AD07,4966369
NB00153860,AD08,5134979
NB00153860,AD09,5224846
NB00153860,AD10,5077692
NB00153860,AD11,5049387
NB00153860,AD12,5224619
NB00153860,AD13,5070646
NB00153860,AD14,5240856
NB00153860,AD15,5144728
NB00153860,AD16,5061869
NB00153860,AD17,5011721
NB00153860,AD18,5192234
NB00153860,AD19,5049347
NB00153860,AD20,5130235
NB00153860,AD21,4954076
NB00153860,AD22,5050979
NB00153860,AD23,5214471
NB00153860,AD24,5005391
NB00153860,AD25,5458995
NB00153860,AD26,5269972
NB00153860,AD27,5256202
NB00153860,AD28,5214179
NB00153860,AD29,5182172
NB00153860,AD30,5318494
NB00153860,AD31,5334774
NB00153860,AD32,5195398
NB00153860,AD33,5279547
NB00153860,AD34,5434444
NB00153860,AD35,5400159
NB00153860,AD36,5336145
NB00153860,AD37,5488220
NB00153860,AD38,5289786
NB00153860,AD39,5577505
NB00153860,AD40,5463861
NB00153860,AD41,5503192
NB00153860,AD42,5694511
NB00153860,AD43,5606111
NB00153860,AD44,5518503
NB00153860,AD45,150011
NB00153860,AD46,154596
NB00153860,AD47,147142
NB00153860,AD48,148077
NB00153860,AE01,4912642
NB00153860,AE02,4921976
NB00153860,AE03,4957745
NB00153860,AE04,4913994
NB00153860,AE05,4721788
NB00153860,AE06,4725255
NB00153860,AE07,4927782
NB00153860,AE08,4828380
NB00153860,AE09,4737401
NB00153860,AE10,4672859
NB00153860,AE11,4820961
NB00153860,AE12,4667151
NB00153860,AE13,4710175
NB00153860,AE14,4790567
NB00153860,AE15,4762071
NB00153860,AE16,4744094
NB00153860,AE17,4709716
NB00153860,AE18,4809060
NB00153860,AE19,4960662
NB00153860,AE20,4737068
NB00153860,AE21,4731205
NB00153860,AE22,4725098
NB00153860,AE23,4718674
NB00153860,AE24,4774180
NB00153860,AE25,4724797
NB00153860,AE26,4867371
NB00153860,AE27,4829499
NB00153860,AE28,4953691
NB00153860,AE29,4940464
NB00153860,AE30,5130354
NB00153860,AE31,5104233
NB00153860,AE32,4870641
NB00153860,AE33,4959264
NB00153860,AE34,5090012
NB00153860,AE35,5230487
NB00153860,AE36,5037395
NB00153860,AE37,5045437
NB00153860,AE38,5107772
NB00153860,AE39,5211799
NB00153860,AE40,5334389
NB00153860,AE41,5260321
NB00153860,AE42,7525306
NB00153860,AE43,5282374
NB00153860,AE44,5259522
NB00153860,AE45,143376
NB00153860,AE46,140056
NB00153860,AE47,140588
NB00153860,AE48,144580
NB00153860,AF01,4744706
NB00153860,AF02,4917004
NB00153860,AF03,4876550
NB00153860,AF04,4867646
NB00153860,AF05,4623814
NB00153860,AF06,4632336
NB00153860,AF07,4595035
NB00153860,AF08,4557125
NB00153860,AF09,4584237
NB00153860,AF10,4986177
NB00153860,AF11,4701877
NB00153860,AF12,4744637
NB00153860,AF13,4757071
NB00153860,AF14,4833652
NB00153860,AF15,4851203
NB00153860,AF16,4712281
NB00153860,AF17,4722385
NB00153860,AF18,4808548
NB00153860,AF19,4741409
NB00153860,AF20,4614580
NB00153860,AF21,4736667
NB00153860,AF22,4699081
NB00153860,AF23,4906701
NB00153860,AF24,4902840
NB00153860,AF25,5031795
NB00153860,AF26,4898415
NB00153860,AF27,5022837
NB00153860,AF28,4941293
NB00153860,AF29,4964832
NB00153860,AF30,4921123
NB00153860,AF31,4900252
NB00153860,AF32,4890526
NB00153860,AF33,5121436
NB00153860,AF34,5029280
NB00153860,AF35,5022608
NB00153860,AF36,5038936
NB00153860,AF37,5890588
NB00153860,AF38,5387724
NB00153860,AF39,5326151
NB00153860,AF40,5236832
NB00153860,AF41,5257771
NB00153860,AF42,5382677
NB00153860,AF43,5286326
NB00153860,AF44,5382756
NB00153860,AF45,149317
NB00153860,AF46,149662
NB00153860,AF47,148950
NB00153860,AF48,145164
